Arabic Word 	Gloss	Diacritized Reference
سيليدوفي	Selydove	سِيلِيدُوفِي
فاليزيلن	Wallisellen	فَالِيزِيلِن
كوفينغتون	Covington	كُوفِينْغْتُون
ريكسينغين	Rexingen	رِيكْسِينْغِين
سيليوس	Silius	سِيلِيُوس
سيلفان	Silvan	سِيلْفَان
سيلفان	Sylvan	سِيلْفَان
سلهب	Salhab	سَلْهَب
سلمى	Salma	سَلْمَى
سلمى	Selma	سَلْمَى
سيماكسيس	Simaxis	سِيمَاكْسِيس
سيمكان	Simakan	سِيمَكَان
تاكلوبان	Tacloban	تَاكْلُوبَان
صندانس	Sundance	صَنْدَانْس
صنعاء	San'a	صَنْعَاء
صنعاء	Sana	صَنْعَاء
صنعاء	Sanaa	صَنْعَاء
سيمينارا	Seminara	سِيمِينَارَا
سقبا	Saqba	سَقْبَا
سيمزبورت	Simmesport	سِيمِزْبُورْت
سيمكا	Simca	سِيمْكَا
سكوينشين	Schoenchen	سْكُويِنْشِين
سيناي	Sinai	سِينَاي
سينيفيل	Senneville	سِينِيفِيل
سينيرشيا	Senerchia	سِينِيرْشِيَا
ليبديان	Lebedyan	لِيبِدِيَان
فاسينورن	Wasenhorn	فَاسِينْوُرْن
سيراس	Cyrus	سَيْرَاس
سيركو	Sercu	سِيرْكُو
تورتومان	Tortoman	تُورْتُومَان
سبراغينز	Spraggins	سْبْرَاغِينْز
سيرتك	CertiK	سِيرْتِك
سيرون	Serón	سِيرُون
ستيرنهيل	Sternhell	سْتِيرْنْهِيل
سيسينيوس	Sisinnius	سِيسِينِيُوس
وليكآباد	Valikabad	وَلِيكَآبَاد
سيستينو	Sestino	سِيسْتِينُو
سينابو	Seynabou	سَيْنَابُو
سيسونغ	Zhezhung	سِيسُونْغ
سيتارد	Sittard	سِيتَارْد
سيتشنارو	Secinaro	سِيتْشِنَارُو
سيوير	Sivir	سِيوِير
سيزانو	Sizzano	سِيزَانُو
إينغلوود	Inglewood	إِينْغِلْوُود
سيزمور	Sizemore	سَيْزْمُور
تيرايفو	Teryayevo	تِيرَايْفُو
سبرلينغا	Sperlinga	سْبِرْلِينْغَا
سبرينغز	Springs	سْبْرِينْغْز
سكالداسول	Scaldasole	سْكَالْدَاسُول
سكولنيك	Skolnick	سْكُولْنِيك
أوردولايز	Urduliz	أُورْدُولَايْز
سسطلان	Sestelan	سِسْطِلَان
فالجيو	Valgioie	فَالْجِيُو
سكورديا	Scordia	سْكُورْدِيَا
سكوتبريدج	Stockbridge	سْكُوتْبْرِيدْج
سكوتفيل	Scottsville	سْكُوتْفِيل
سكوتفيل	Scottville	سْكُوتْفِيل
سميمو	Smimou	سْمِيمُو
مووربارك	Moorpark	مُووُرْبَارْك
سميتشوف	Smíchov	سْمِيتْشُوف
سموليانا	Smoljana	سْمُولْيَانَا
سريتنسك	Sretensk	سْرِيتِنْسْك
ستابهورست	Staphorst	سْتَابْهُورْسْت
وينغرو	Wingrave	وِينْغْرُو
ستابليس	Staples	سْتَابْلِيس
ستامب	Stamp	سْتَامْب
زافيتنيي	Zavetnyy	زَافِيتْنِيِي
شاوبينغ	Zhaoping	شَاوْبِينْغ
ستارسات	StarSat	سْتَارْسَات
سيلغرد	Silgerd	سِيلْغِرْد
ستاخانوف	Kadiivka	سْتَاخَانُوف
ستيكني	Stickney	سْتِيكْنِي
ستيتشني	Stickney	سْتِيتْشْنِي
ستوات	Stolat	سْتُوَات
ستوري	Storey	سْتُورِي
اجرثينوت	Ajarthinut	أَجَرْثِينُوت
ستوي	Stoy	سْتُوي
باييزآباد	Paizabad	بَايِيزْآبَاد
برآيتنآو	Breitenau	بْرَآيْتِنَآو
سينجتل	SingTel	سِينْجْتِل
سخيربنزيل	Scherpenzeel	سْخِيرْبِنْزِيل
انانتابور	Ananthapuram	أَنَانْتَابُور
صفينة	Sufaynah	صُفَيْنَة
أرانديغا	Arándiga	أَرَانْدِيغَا
أراندايلا	Arandilla	أَرَانْدَايْلَا
صهيب	Suhayb	صُهَيْب
سكوداي	Skudai	سُكُودَاي
رآوبلينغ	Raubling	رَآوْبْلِينْغ
آتالانتا	Atalanta	آتَالَانْتَا
سليمان	Soliman	سُلَيْمَان
سليمان	Solomon	سُلَيْمَان
سليمان	Souleymane	سُلَيْمَان
بارسلونا	Barcelona	بَارْسِلُونَا
براكستون	Braxton	بْرَاكْسْتُون
بيفيرفايك	Beverwijk	بِيفِيرْفَايْك
بريدجمان	Bridgman	بْرِيدْجْمَان
بلومبرغ	Blomberg	بْلُومْبِرْغ
سليمان	Sulaiman	سُلَيْمَان
سليمان	Suleiman	سُلَيْمَان
سليمان	Sulejman	سُلَيْمَان
فتسلار	Wetzlar	فِتْسْلَار
ريدووتر	Redwater	رِيدْوُوُتَر
صنيحات	Sahinat	صُنَيْحَات
سوارترانس	Swartkrans	سُوَارْتْرَانْس
سوبات	Subate	سُوبَات
بورغنيتش	Burgnich	بُورْغْنِيتْش
سوبرماما	SuperMama	سُوبَرْمَامَا
سوبرانتسى	Sobrance	سُوبْرَانْتْسَى
سوبول	Supaul	سُوبُول
بورتونوود	Burtonwood	بُورْتُونْوُود
سمنونيون	Semnones	سَمْنُونِيّ
قنطبرية	Cantabria	قَنْطَبْرِيَة
فليبرورد	Willibrord	فِلِيبْرُورْد
سوهاوا	Sohawa	سُوهَاوَا
سوهتال	Suhtal	سُوهْتَال
سويدا	Soeda	سُوِيدَا
سوكنة	Sokna	سُوكْنَة
قلمرية	Coimbra	قُلُمْرِيَة
سولاناس	Solanas	سُولَانَاس
سولينا	Sulina	سُولِينَا
سشريكورن	Schreckhorn	سْشْرِيكُورْن
سوليو	Saulieu	سَوْلِيُو
سولتشافا	Solčava	سُولْتْشَافَا
سبرينكلر	Sprinklr	سْبْرِينْكْلْر
سولتسي	Soltsy	سُولْتْسِي
سوليو	Soglio	سُولْيُو
سولولا	Sololá	سُولُولَا
الجيبوتيون	Djiboutians	جِيبُوتِيّ
سوميت	Summit	سُومِيت
سوراو	Surav	سُورَاو
سورك	Surak	سُورَك
سوريك	Surik	سُورِيك
سوريسو	Soriso	سُورِيسُو
إنفيغادو	Envigado	إِنْفِيغَادُو
ايرين	Ernestine	إِيرِين
سوربو	Surbo	سُورْبُو
سوركنفري	Sorgenfri	سُورْكِنْفْرِي
فرناندس	Fernandes	فِرْنَانْدِس
سوسارت	Susart	سُوسَارْت
غونغتشان	Gongchan	غُونْغْتْشَان
سوسورلوك	Susurluk	سُوسُورْلُوك
سوتك	Sotk	سُوتْك
سوتومو	Sutomo	سُوتُومُو
جابرييل	Gabriella	جَابْرِييِل
صُخَيرة	Zuera	صُخَيْرَة
طشانة	Tocina	طُشَانَة
تشمنلو	Chamanlu	تْشَمَنْلُو
هيوفلتون	Heuvelton	هِيُوفِلْتُون
غليناردين	Glenarden	غْلِينَارْدِين
سليمان	Slimane	سْلَيْمَان
هوانغشان	Huangshan	هُوَانْغْشَان
تشرباس	Cherbas	تْشِرْبَاس
جوندريزيك	Gondrezick	جُونْدْرِيزِيك
هوليستون	Holliston	هُولِيِسْتُون
غروسلوايد	Gorslwyd	غُرُوسْلْوَايْد
تاشودة	Tachouda	تَاشُودَة
جرينهالغ	Greenhalgh	جْرِينْهَالْغ
هوستونيا	Houstonia	هُوسْتُونِيَا
تاباتا	Tabata	تَابَاتَا
جيمستاون	Jamestown	جِيمِسْتَاوْن
جيوجيانغ	Jiujiang	جْيُوجْيَانْغ
تابو	Taboo	تَابُو
تابو	Tabu	تَابُو
جورجتاون	Georgetown	جُورْجْتَاوْن
تابوتي	Tapputi	تَابُوتِي
تاغانروغ	Taganrog	تَاغَانْرُوغ
تاجيا	Tegea	تَاجِيَا
كيداباوان	Kidapawan	كِيدَابَاوَان
كينغسوود	Kingswood	كِينْغْسْوُود
هوندسروغ	Hundsrügg	هُونْدْسْرُوغ
هاتشينسون	Hutchinson	هَاتْشِينْسُون
تاجورة	Tadjoura	تَاجُورَة
الإيبيريون	Iberians	إِيبِيرِيّ
تاكاياما	Takayama	تَاكَايَامَا
تاكيشي	Takeshi	تَاكِيشِي
انفينيتي	Infiniti	إِنْفِينِيتِي
تاكيتورا	Taketora	تَاكِيتُورَا
تاكنا	Tacna	تَاكْنَا
ايتريدو	Ittireddu	إِيتِّرِيدُّو
تاكزيرت	Taghzirt	تَاكْزِيرْت
تاليسكا	Talisca	تَالِيسْكَا
خارايكيخو	Jaraicejo	خَارَايْكِيخُو
تامامورا	Tamamura	تَامَامُورَا
كارنتشيتا	Karencitta	كَارِنْتْشِيتَا
تاميه	Tamia	تَامِيَه
كازنلاك	Kazanlak	كَازَنْلَاك
تاميلا	Tammela	تَامِّيلَا
تامدة	Tamda	تَامْدَة
تاناكا	Tanaka	تَانَاكَا
تانغوي	Tanguy	تَانْغُوي
تانوما	Tanuma	تَانُومَا
تارائوسا	Tarauacá	تَارَائُوسَا
تاراكا	Taraka	تَارَاكَا
تارهوفو	Tarhovo	تَارْهُوفُو
تاركان	Tarkan	تَارْكَان
فيلتن	Wilthen	فِيلْتِن
تايوا	Taiwa	تَايْوَا
ميلدتاون	Middletown	مِيلْدْتَاوْن
سوسة	Al-Susah	سُوسَة
تازاغين	Tazaghine	تَازَاغِين
مانسايلاس	Manciles	مَانْسَايْلَاس
تازوطة	Tazouta	تَازُوطَة
تبردا	Teberda	تِبِرْدَا
تفرش	Tafresh	تَفْرِش
تغلب	Taghlib	تَغْلِب
تحميد	Tahmid	تَحْمِيد
تكتيك	Tactic	تَكْتِيك
قلقلآباد	Qolqolabad	قُلْقُلَآبَاد
تلمين	Telmine	تِلْمِين
تلوكدار	Talukder	تَلُوكْدَار
طرابلس	Tripoli	طَرَابُلُس
ميتشايانا	Michiana	مِيتْشَايَانَا
تراتالياس	Tratalias	تْرَاتَالِيَاس
فوتسوافك	Włocławek	فُوتْسْوَافِك
محمديه	Mohammadiyeh	مُحَمَّدِيَّه
ترينيداد	Trinidad	تْرِينِيدَاد
ترباج	Tërbaç	تِرْبَاج
طرسوس	Tarsus	طَرْسُوس
نافارينكس	Navarrenx	نَافَارِينْكْس
نايانتارا	Nayanthara	نَايَانْتَارَا
طرطوس	Tartus	طَرْطُوس
نديجيميبر	Nedjemibre	نِدِيجِيمِيبْر
نوربرتو	Norberto	نُورْبِرْتُو
طروادة	Troy	طِرْوَادَة
تسلطانت	Tassoultante	تَسُلْطَانْت
طباع	Tabaa	طَبَاع
تلاوي	Telavi	تِلَاوِي
تنوفا	Tnuva	تْنُوفَا
تربسن	Trebsen	تْرِبْسِن
تريبي	Trebbi	تْرِيبِّي
ترينيدادي	Trinidadians	تْرِينِيدَادِيّ
تسقي	Tisqi	تِسْقِي
تتورث	Tetworth	تِتْوُرْث
تونوكوتيه	Tonocoté	تُونُوكُوتِيه
سيفبيروم	Cefpirome	سِيفْبِيرُوم
تيدمرش	Tidmarsh	تِيدْمَرْش
ويلنغتون	Wellington	وِيلِنْغْتُون
تيغيسي	Teguise	تِيغِيسِي
وودبريدج	Woodbridge	وُودْبْرِيدْج
وودبريدج	Woodridge	وُودْبْرِيدْج
ووردفاست	Wordfast	وُورْدْفَاسْت
تيغيستي	Tegueste	تِيغِيسْتِي
تيهيشا	Teahitia	تِيهِيشَا
تيحنيس	Tihnays	تِيحْنَيْس
راتسهبورغ	Ratzeburg	رَاتْسْهِبُورْغ
ريكيندورف	Reckendorf	رِيكِينْدُورْف
تيكريكرة	Tigrigra	تِيكْرِيكْرَة
تيليسيلا	Telesilla	تِيلِيسِيلَا
تيلبورخ	Tilburg	تِيلْبُورْخ
شلوبينية	Salobreña	شَلُوبِينِيَة
ساولتشوي	Saulchoy	سَاوُلْتْشُوي
ساوتسكي	Sawitzki	سَاوِتْسْكِي
سايالونغا	Sayalonga	سَايَالُونْغَا
تيميشوارا	Timișoara	تِيمِيشُوَارَا
ستوريفيل	Storyville	سْتُورِيفِيل
تيمياوين	Timiaouine	تِيمِيَاوِين
تيميمون	Timimoun	تِيمِيمُون
تينغتشو	Tengzhou	تِينْغْتْشُو
تيرانس	Terrance	تِيرَانْس
تيرير	Terrer	تِيرِير
تيرناو	Thyrnau	تِيرْنَاو
تيرول	Tyrol	تِيرُول
تيتوشكي	Titushky	تِيتُوشْكِي
تشرتقلو	Cherteqlu	تْشِرْتِقْلُو
تشيدستر	Chidester	تْشِيدِسْتَر
سينلاباخوس	Sinlabajos	سِينْلَابَاخُوس
شيوتورب	Sjuntorp	شْيُوتُورْب
تشولاقلو	Chowlaqlu	تْشُولَاقْلُو
بيافيرتون	Beaverton	بِيَافِيرْتُون
ترجينتس	Třinec	تْرْجِينِتْس
تروفاريلو	Trofarello	تْرُوفَارِيلُّو
وانكويتن	Wanquetin	وَانْكُويِتِن
فولينسكي	Wolinski	فُولِينْسْكِي
شيدي	Xidi	شِيدِي
تولنتينو	Tolentino	تُولِنْتِينُو
برتزفيلد	Pretzfeld	بْرِتْزْفِيلْد
توموت	Tommot	تُومُّوت
تسارادي	Tsaradia	تْسَارَادِي
بودينغتون	Boddington	بُودِينْغْتُون
فرشاغن	Vereshchagin	فِرِشَاغِن
تورسباي	Thorsby	تُورْسْبَاي
تورية	Torreya	تُورِيَة
تورية	Touria	تُورِيَة
توريبرونا	Torrebruna	تُورِّيبْرُونَا
توريفايجا	Torrevieja	تُورِّيفَايْجَا
توريغروتا	Torregrotta	تُورِّيغْرُوتَّا
تورشم	Teversham	تِوِرْشَم
ولنبيرغ	Wollenberg	وُلِنْبِيرْغ
تورتل	Turtle	تُورْتِل
تتا	Tita	تِتَا
توسولا	Tuusula	تُوسُولَا
توتانا	Totana	تُوتَانَا
تويوكا	Toyooka	تُويُوكَا
ثيان	Cillán	ثِيَّان
ثيبوكا	Thibiuca	ثِيبُوكَا
ثيغاما	Zegama	ثِيغَامَا
ثيتفورد	Thetford	ثِيتْفُورْد
أدلينغتون	Adlington	أَدْلِينْغْتُون
ألبونيانو	Albugnano	أَلْبُونْيَانُو
وابيلباج	Wapelbach	وَابِيلْبَاج
وادقان	Vadeqan	وَادِقَان
واكاندا	Wakanda	وَاكَانْدَا
واكاروسا	Wakarusa	وَاكَارُوسَا
وانجانوي	Whanganui	وَانْجَانُوي
وارومبونغل	Warrumbungles	وَارُومْبُونْغْل
واوكي	Waukee	وَاوْكِي
وايام	Whigham	وَايَام
وايلوكو	Wailuku	وَايْلُوكُو
وهالان	Whalan	وَهَالَان
شينغنينغ	Xingning	شِينْغْنِينْغ
تشابين	Chapin	تْشَابِين
تشابين	Chaplin	تْشَابِين
تشابهار	Chabahar	تْشَابْهَار
تشابليغين	Chaplygin	تْشَابْلِيغِين
تشانكيا	Chanakya	تْشَانَكْيَا
تشاوتون	Chawton	تْشَاوْتُون
تشغالو	Cheghalu	تْشَغَالُو
تشمبان	Champan	تْشَمْبَان
تشناقتشي	Chenaqchi	تْشِنَاقْتْشِي
كروسبيتون	Crosbyton	كْرُوسْبِيتُون
ورنكش	Varnakesh	وَرْنَكِش
تشيغاب	Chighab	تْشِيغَاب
كورتيلاثور	Cortelazor	كُورْتِيلَاثُور
تشيما	Chema	تْشِيمَا
تشينغوان	Chengguan	تْشِينْغُوَان
وسقونقان	Vesquneqan	وِسْقُونِقَان
تشيسترفيلد	Chesterfield	تْشِيسْتِرْفِيلْد
ديمييفتسي	Dimievtsi	دِيمِييِفْتْسِي
تشيتشستر	Chichester	تْشِيتْشِسْتَر
إبيرفينغ	Eberfing	إِبِيرْفِينْغ
تشوغود	Ciugud	تْشُوغُود
فتحالله	Fathullah	فَتْحَالْلَّه
ويافرلي	Waverly	وَيَافِرْلِي
وزويا	Lozoya	وَزُويَا
فوردينهيم	Furdenheim	فُورْدِينْهَيِم
ترامب	Trump	تْرَامْب
تريكازي	Tricase	تْرِيكَازِي
وشلنهوسن	Wichlinghausen	وِشْلِنْهَوْسِن
ويدوج	Viduj	وِيدُوج
تشرام	Choram	تُشْرَام
ويلينغدون	Willingdon	وِيلِينْغْدُون
انترفلوج	Interflug	إِنْتَرْفْلُوج
ويليس	Willis	وِيلِيس
طرناي	Tournai	طُرْنَاي
توارن	Tuwarin	تُوَارِن
توايس	Twice	تُوَايْس
طوباش	Topbaş	طُوبَاش
ليوواردن	Leeuwarden	لِيُووَارْدِن
كامرشتاين	Kammerstein	كَامَرْشْتَايْن
توبين	Tobin	تُوبِين
لوتينبورغ	Lütjenburg	لُوتِينْبُورْغ
كيرتشهيم	Kirchheim	كِيرْتْشْهَيِم
توكماك	Tokmak	تُوكْمَاك
كوستولاني	Kosztolányi	كُوسْتُولَانِي
توكموك	Tokmok	تُوكْمُوك
ويلكنسون	Wilkinson	وِيلْكِنْسُون
لاوتاساري	Lauttasaari	لَاوْتَاسَارِي
توميكا	Tomika	تُومِيكَا
تومين	Tumen	تُومِين
تومين	Tumin	تُومِين
تومبول	Tomball	تُومْبُول
ليدويغان	Lledwigan	لِيدْوِيغَان
طومسون	Thompson	طُومْسُون
طومسون	Thomson	طُومْسُون
ويلكيسفيل	Wilkesville	وِيلْكِيسْفِيل
توموت	Tumut	تُومُوت
ميلرزويو	Millersview	مِيلِرْزْوِيُو
ويلكوس	Wilcox	وِيلْكُوس
توقاد	Tokat	تُوقَاد
توران	Turan	تُورَان
وينيباغو	Winnebago	وِينِيبَاغُو
ناسيمنتو	Nascimento	نَاسِيمِنْتُو
ويندوفر	Wendover	وِينْدُوفَر
وينكونن	Winneconne	وِينْكُونْن
ويرسولل	Wirswall	وِيرْسُولْل
ويسكوت	Wescott	وِيسْكُوت
اوليانيكو	Oglianico	أُولْيَانِيكُو
بالافروغي	Palafrugell	بَالَافْرُوغِي
ويسنير	Wisner	وِيسْنِير
ويزنر	Wiesner	وِيزْنَر
يتوندون	Yattendon	يَتُونْدُون
بيناجوايلا	Penàguila	بِينَاجُوَايْلَا
خالدأباد	Khaledabad	خَالِدْأَبَاد
خالصان	Khalesan	خَالِصَان
خانقاه	Khaneqah	خَانِقَاه
بوبونديتا	Popondetta	بُوبُونْدِيتَا
خانيوال	Khanewal	خَانِيوَال
سنترتاون	Centertown	سِنْتَرْتَاوْن
خارنغان	Kharengan	خَارِنْغَان
خاصبيك	Khasbek	خَاصْبِيك
خاتمة	Khatimah	خَاتِمَة
خدافر	Khidafir	خِدَافِر
خفرع	Khafra	خَفْرَع
خلوات	Khalouat	خَلَوَات
زكية	Zakia	زَكِيَّة
خربوشة	Kharboucha	خَرْبُوشَة
سولبيات	Sulbiate	سُولْبِيَات
خرنابات	Kingirban	خَرْنَابَات
ختشيرة	Khachireh	خَتْشِيرَة
خزندار	Khaznadar	خَزْنَدَار
خيميالكون	Gimialcón	خِيمِيَالْكُون
خشتيانك	Kheshtianak	خِشْتِيَانَك
خجندة	Khujand	خُجَنْدَة
خميني	Khomeini	خُمَيْنِي
وبل	Wibil	وِبِل
فاسيليفكا	Vasylivka	فَاسِيلِيفْكَا
فيرخوفاجي	Verkhovazhye	فِيرْخُوفَاجِي
فيزينجارم	Vizianagaram	فِيزِيَنَجَارَم
خراشاد	Khorashad	خُرَاشَاد
خريم	Khiraym	خِرَيْم
خروسلو	Khoruslu	خُرُوسْلُو
خويمة	Khuwaymah	خُوَيْمَة
يونغتشينغ	Yongcheng	يُونْغْتْشِينْغ
خونان	Hunan	خُوْنَان
خوتيابا	Jutiapa	خُوتِيَابَا
الشرنبلالي	Al-Shurunbulali	شُرُنْبُلَالِيّ
أنستاسافين	Anastasavan	أَنَسْتَاسَافِين
شيانغيانغ	Xiangyang	شِيَانْغْيَانْغ
يابوكي	Yabuki	يَابُوكِي
يادغارلو	Yadegarlu	يَادِغَارْلُو
ياموتشي	Yamauchi	يَامَوْتْشِي
باهرايتش	Bahraich	بَاهْرَايْتْش
بانكوفتسي	Bankovtsi	بَانْكُوفْتْسِي
يانادا	Yanada	يَانَادَا
يانيش	Janić	يَانِيش
يانداو	Yandao	يَانْدَاو
يارمن	Jarmen	يَارْمِن
بوروينيتشة	Borovinići	بُورُويِنِيتْشَة
ياصيد	Yasid	يَاصِيد
بورغنلاند	Burgenland	بُورْغِنْلَانْد
ياسمين	Jasmin	يَاسْمِين
ياسمين	Jasmine	يَاسْمِين
دراييفتسي	Dragievtsi	دْرَايِيفْتْسِي
ياسمين	Jasminum	يَاسْمِين
ياسمين	Yasmin	يَاسْمِين
ياوتسو	Yaotsu	يَاوْتْسُو
يحشوش	Yahchouch	يَحْشُوش
دورنبرغر	Dornberger	دُورْنْبِرْغَر
يهوشافاط	Jehoshaphat	يَهُوشَافَاط
يلكلو	Yalaklu	يَلَكْلُو
ايكوميديا	Eco-Médias	إِيكُومِيدْيَا
إنتربرايز	Enterprise	إِنْتِرْبْرَايْز
هاغرستاون	Hagerstown	هَاغَرْسْتَاوْن
يلملم	Yalamlam	يَلَمْلَم
فلكسورث	Folksworth	فُلْكْسْوُرْث
هوششتنبآخ	Höchstenbach	هُوشِشْتِنْبَآخ
يمتلاند	Jämtland	يَمْتْلَانْد
يستري	Eastrea	يَسْتِرِي
هاوتسنبرغ	Hauzenberg	هَاوْتْسِنْبِرْغ
هيركيولانوم	Herculaneum	هِيرْكِيُولَانُوم
زيفيري	Zefyri	زِيفِيرِي
هيسبانيولا	Hispaniola	هَيْسْبَانِيُولَا
كابانكالان	Kabankalan	كَابَانْكَالَان
يزرعيل	Jezreel	يَزْرَعِيل
اتانهانجا	Itanhangá	إِتَانْهَانْجَا
يلماز	Yılmaz	يِلْمَاز
يوغرطة	Jugurtha	يُوغُرْطَة
يولكينو	Yolkino	يُولْكِينُو
يوريكراتس	Eurycrates	يُورِيكْرَاتِس
كانكابولي	Kānekapōlei	كَانِكَابُولِي
يورتيجي	Urtijëi	يُورْتِيجِي
يوسدال	Ljusdal	يُوسْدَال
يوتربوغ	Jüterbog	يُوتَرْبُوغ
مارلينهيم	Marlenheim	مَارْلِينْهَيِم
زاهية	Zahia	زَاهِيَة
امبراكايو	Mbaracayú	إِمْبْرَاكَايُو
ميراندايلا	Mirandilla	مِيرَانْدَايِلَا
زاندام	Zaandam	زَانْدَام
زانكي	Zanki	زَانْكِي
مونتسنبرغ	Münzenberg	مُونْتْسِنْبِرْغ
زاركو	Zarko	زَارْكُو
بارشاتار	Parshatatar	بَارْشَاتَار
زاستافنا	Zastavna	زَاسْتَافْنَا
سيلفرستون	Silverstone	سِيلْفَرْسْتُون
زاوديرزي	Zuiderzee	زَاوِدِيرْزِي
زازران	Zazeran	زَازِرَان
روديلينهيم	Rodelinghem	رُودِيلِينْهِيم
زبولون	Zebulun	زِبُولُون
زعفرانبول	Safranbolu	زَعْفَرَانْبُول
زكية	Zekiye	زَكِيَّة
جاجوكة	Zhazhukeh	جَاجُوكَة
زكريت	Zakrit	زَكْرِيت
تشونغيوان	Zhongyuan	تْشُونْغِيُوَان
سيلنيارفي	Siilinjärvi	سِيلِنْيَارْفِي
زليران	Zaliran	زَلِيرَان
وودسبرينغ	Woodspring	وُودْسْبْرِينْغ
زالدنبورغ	Saldenburg	زَالْدِنْبُورْغ
زنغلانلو	Zangelanlu	زَنْغِلَانْلُو
أرمسترونغ	Armstrong	أَرْمْسْتْرُونْغ
أوقيانوسيا	Oceania	أُوقِيَانُوسِيَا
السليمانية	Sulaymaniyah	سُلَيْمَانِيَّة
سوستينورن	Sustenhorn	سُوسْتِينْوُرْن
آشوربانيبال	Ashurbanipal	آشُورْبَانِيبَال
تونغانوكسي	Tonganoxie	تُونْغَانُوكْسِي
شاتوبريانت	Châteaubriant	شَاتُوبْرِيَانْت
شيفينوجليا	Schivenoglia	شِيفِينُوجْلْيَا
تورومتيكول	Turumtaykul	تُورُومْتَيْكُول
شيندازيونث	Chindasuinth	شِينْدَازِيُونْث
بيتيجليانو	Pitigliano	بِيتِيجْلِيَانُو
بلومينغديل	Bloomingdale	بْلُومِينْغْدِيل
بورتالبيرا	Portalbera	بُورْتَالْبِيرَا
فايشنفلد	Waischenfeld	فَايْشِنْفِلْد
فيتيلسهوفين	Wittelshofen	فِيتِيلْسْهُوفِين
بوسينتريفت	Bösentrift	بُوسِينْتْرِيفْت
دراونيرفين	Drouwenerveen	دْرَاوْنِيرْفِين
فاندونكورت	Vandoncourt	فَانْدُونْكُورْت
فنزويليون	Venezuelans	فِنِزْوِيلِيّ
فيلافرويلا	Villafruela	فِيلَافْرُويِلَا
فيرتبورفين	Verteporfin	فِيرْتِبُورْفِين
أنطونيتا	Antonietta	أَنْطُونِيِتَّا
فولتشانيتس	Volchanets	فُولْتْشَانِيتْس
فونيلانديا	Funilândia	فُونِيلَانْدِيَا
بارافرانكا	Barrafranca	بَارَّافْرَانْكَا
فورستينزيل	Fürstenzell	فُورْسْتِينْزِيل
غارفانيانا	Garfagnana	غَارْفَانِيَانَا
غراتشانيكا	Gracanica	غْرَاتْشَانِيكَا
كاسالانغيدا	Casalanguida	كَاسَالَانْغِيدَا
غروسهولبآخ	Großholbach	غْرُوسْهُولْبَآخ
هيرتيزفيلد	Hertzfeld	هِيرْتِيزْفِيلْد
يلب	Yelp	يِلْب
هولانسبورغ	Hollansburg	هُولَانْسْبُورْغ
كاونتريسايد	Countryside	كَاوْنْتْرِيسَايْد
كيوراريهيو	Curarrehue	كِيُورَارْيِهْيُو
ديسبوتوفاتس	Despotovac	دِيسْبُوتُوفَاتْس
دارماكرتي	Dharmakirti	دَارْمَاكِرْتِي
زنكانٌ	Karabayır	زَنْكَان
دونتزينهيم	Duntzenheim	دُونْتْزِينْهَيِم
زنقوفة	Zanqufa	زَنْقُوفَة
زرادشت	Zoroaster	زَرَادَشْت
كركياويات	Grues	كَرْكِيَاوِيَّات
زراوة	Zraoua	زْرَاوَة
زردوغان	Zardughan	زَرْدُوغَان
زليتوفو	Zletovo	زْلِيتُوفُو
جيفكوف	Zhivkov	جِيفْكُوف
لوكسوفلوكس	Luxoflux	لُوكْسُوفْلُوكْس
لوتزيلهواس	Lutzelhouse	لُوتْزِيلْهُوَاس
زيندا	Zenda	زِينْدَا
ميللينغتون	Millington	مِيلْلِينْغْتُون
مونكالييري	Moncalieri	مُونْكَالْيِيرِي
إمغاتوزوماب	Imgatuzumab	إِمْغَاتُوزُومَاب
نوفودفينسك	Novodvinsk	نُوفُودْفِينْسْك
سينليسكيوس	Senlecques	سِينْلِيسْكِيُوس
ستاتزيرورن	Stätzerhorn	سْتَاتْزِيرُورْن
سودليرسفيل	Sudlersville	سُودْلِيرْسْفِيل
سورنوجيرفي	Surnujärvi	سُورْنُوجِيرْفِي
تاكواريمبو	Tacuarembó	تَاكُوَارِيمْبُو
تشيريليانو	Cirigliano	تِشِيرِيلِيَانُو
ترنغاينرغ	Tregynrig	تِرِنْغَايْنِرْغ
ترينيتاليا	Trenitalia	تِرِينِيتَالْيَا
تركمانيون	Turkmenistanis	تُرْكُمَانِيّ
توريبيروخيل	Torreperogil	تُورِيبِيرُوخِيل
مونتيموريلوس	Montemorelos	مُونْتِيمُورِيلُوس
نافاكونسيخو	Navaconcejo	نَافَاكُونْسِيخُو
زيريان	Zirian	زِيرِيَان
نيديرفولبآخ	Niederfüllbach	نِيدِيرْفُولْبَآخ
خريفيلينجن	Grevelingen	خْرِيفِيلِينْجِن
يواخيمستال	Joachimsthal	يُوَاخِيمْسْتَال
زنفتنبيرغ	Senftenberg	زِنْفْتِنْبِيرْغ
زيريانوفسك	Altai	زِيرْيَانُوفِسْك
باركيسيميتو	Barquisimeto	بَارْكِيسِيمِيتُو
دهارماتاكور	Dharmathakur	دْهَارْمَاتَاكُور
فآيلبينغرت	Feilbingert	فَآيِلْبِينُغِرْت
فارماكونيسي	Farmakonisi	فَارْمَاكُونِيسِي
ستورناريلا	Stornarella	سْتُورْنَارِيلَّا
فاساليلياغا	Fa'asaleleaga	فَاسَالِيلِيَاغَا
